id,balance,sex,education,marriage,age,default
7752,90000,2,2,3,40,1
7753,120000,1,3,2,44,2
7754,310000,1,2,1,44,1
7755,20000,1,2,2,22,1
7756,60000,2,2,2,29,1
7757,460000,2,1,2,29,1
7758,220000,1,2,1,40,1
7759,220000,1,1,2,32,2
7760,20000,1,2,2,33,1
7761,80000,1,3,1,38,2
7762,220000,1,1,2,31,1
7763,20000,1,2,2,23,1
7764,100000,2,2,2,26,1
7765,230000,2,1,2,31,1
7766,300000,2,2,1,40,1
7767,20000,1,2,2,24,1
7768,160000,1,1,2,29,1
7769,70000,2,2,1,27,2
7770,240000,2,2,2,37,1
7771,100000,1,2,2,25,1
7772,220000,1,2,2,30,1
7773,50000,1,2,2,42,1
7774,80000,2,3,1,44,1
7775,130000,1,1,2,28,2
7776,30000,2,2,2,23,1
7777,360000,2,2,1,46,2
7778,280000,1,2,1,34,2
7779,230000,1,1,1,45,1
7780,30000,2,1,2,24,1
7781,70000,2,2,1,28,2
7782,100000,1,2,2,32,1
7783,50000,1,2,2,27,2
7784,150000,2,2,2,26,1
7785,20000,1,2,2,46,2
7786,100000,1,3,3,48,2
7787,90000,2,2,2,25,2
7788,50000,1,3,2,49,1
7789,200000,1,1,1,49,2
7790,250000,2,2,2,26,1
7791,140000,2,1,1,32,1
7792,320000,2,2,1,44,1
7793,20000,2,2,1,22,2
7794,80000,2,2,2,26,1
7795,300000,2,2,2,36,1
7796,500000,2,1,1,38,1
7797,30000,1,2,2,22,1
7798,130000,2,4,2,47,1
7799,40000,1,2,1,25,1
7800,20000,2,2,2,22,1
7801,470000,2,1,2,39,1
7802,200000,2,1,2,42,2
7803,50000,2,2,2,31,2
7804,130000,2,2,1,36,1
7805,100000,2,2,1,33,1
7806,160000,1,1,2,29,1
7807,50000,1,3,2,26,1
7808,180000,1,1,1,42,1
7809,50000,1,3,2,29,1
7810,70000,2,3,1,40,1
7811,270000,1,2,1,53,2
7812,210000,2,2,1,48,1
7813,70000,2,2,1,43,1
7814,160000,2,1,2,31,1
7815,30000,2,2,1,27,1
7816,250000,1,1,2,29,1
7817,10000,2,3,1,51,1
7818,50000,1,2,2,27,1
7819,120000,1,3,1,38,1
7820,50000,1,2,2,28,1
7821,250000,1,1,2,36,1
7822,20000,1,2,2,48,2
7823,70000,2,2,2,25,1
7824,50000,1,2,2,46,1
7825,110000,1,2,2,41,1
7826,100000,2,1,2,32,1
7827,20000,1,2,1,31,1
7828,120000,2,2,1,25,1
7829,50000,1,2,2,26,1
7830,140000,1,2,1,29,2
7831,140000,1,2,1,34,2
7832,250000,2,1,1,39,1
7833,180000,2,2,2,30,1
7834,130000,1,2,2,26,1
7835,200000,1,1,2,27,1
7836,100000,2,1,2,26,1
7837,20000,1,2,2,23,1
7838,290000,2,3,2,27,1
7839,110000,1,1,1,46,1
7840,30000,2,2,2,27,1
7841,150000,2,3,2,23,1
7842,150000,2,2,2,34,1
7843,120000,2,1,2,25,2
7844,280000,1,2,1,28,1
7845,90000,2,2,1,36,1
7846,130000,1,2,1,39,1
7847,30000,1,2,2,24,2
7848,100000,1,1,1,25,1
7849,30000,2,1,2,27,2
7850,90000,2,2,1,28,1
7851,160000,2,2,1,25,1
7852,260000,1,1,1,51,1
7853,50000,1,1,2,28,2
7854,260000,1,3,2,27,1
7855,220000,2,1,2,35,1
7856,20000,2,2,2,22,1
7857,300000,2,1,2,25,2
7858,250000,2,1,2,31,1
7859,200000,1,2,2,30,1
7860,20000,2,2,2,21,1
7861,50000,1,2,2,25,2
7862,100000,2,3,2,28,1
7863,170000,1,2,1,37,1
7864,120000,1,1,1,37,1
7865,120000,2,2,2,38,1
7866,50000,1,2,2,26,1
7867,260000,2,1,2,28,1
7868,60000,2,2,2,44,1
7869,120000,2,2,2,28,2
7870,220000,2,3,1,47,1
7871,200000,1,1,2,26,1
7872,90000,2,2,1,45,1
7873,310000,2,1,1,25,1
7874,110000,2,2,1,34,1
7875,140000,2,2,2,42,1
7876,160000,2,1,1,51,1
7877,80000,2,2,2,24,2
7878,500000,2,1,1,36,1
7879,130000,1,2,2,29,1
7880,240000,2,2,1,44,1
7881,50000,2,2,2,24,2
7882,180000,2,1,1,42,1
7883,240000,1,2,2,33,2
7884,180000,1,2,1,30,1
7885,130000,1,2,2,33,1
7886,50000,2,1,2,24,2
7887,500000,1,1,2,34,1
7888,200000,1,2,1,29,1
7889,220000,2,1,2,29,1
7890,70000,1,2,1,33,1
7891,440000,1,1,1,31,1
7892,290000,1,4,1,52,1
7893,50000,2,2,2,23,1
7894,120000,2,2,2,23,1
7895,80000,2,3,1,44,1
7896,170000,2,2,1,27,1
7897,160000,1,1,2,41,2
7898,280000,1,1,2,29,2
7899,40000,2,2,1,47,2
7900,80000,2,3,1,53,1
7901,210000,2,2,1,40,1
7902,60000,2,2,1,29,2
7903,20000,2,2,1,40,2
7904,230000,2,2,2,36,1
7905,90000,2,1,1,50,1
7906,170000,2,1,1,35,1
7907,70000,2,2,2,22,1
7908,50000,1,2,2,29,1
7909,140000,2,1,1,48,1
7910,50000,2,3,2,55,1
7911,270000,2,1,2,45,1
7912,170000,2,2,1,49,2
7913,180000,2,1,2,27,1
7914,80000,2,1,2,29,1
7915,450000,2,1,2,37,1
7916,400000,1,1,2,29,1
7917,400000,2,2,2,35,1
7918,60000,1,3,2,25,1
7919,110000,1,1,2,25,1
7920,60000,2,2,2,24,1
7921,140000,1,1,2,37,2
7922,20000,1,2,1,24,2
7923,50000,1,1,2,30,2
7924,30000,2,3,2,53,1
7925,210000,2,2,2,26,1
7926,50000,1,2,2,36,2
7927,200000,1,1,2,30,1
7928,120000,2,3,1,50,1
7929,200000,2,1,2,29,2
7930,180000,2,2,1,35,1
7931,440000,2,2,1,47,2
7932,150000,2,2,2,22,1
7933,130000,1,1,1,70,2
7934,50000,2,2,1,26,1
7935,180000,2,2,2,28,2
7936,80000,2,2,2,24,1
7937,170000,2,1,2,29,1
7938,150000,2,1,2,25,1
7939,240000,1,2,2,35,1
7940,140000,1,2,2,24,2
7941,50000,1,3,0,50,1
7942,20000,2,2,1,36,1
7943,240000,2,1,1,38,1
7944,30000,2,2,1,45,1
7945,50000,2,2,2,29,2
7946,20000,2,2,1,37,2
7947,20000,2,2,1,50,2
7948,310000,2,2,1,48,1
7949,200000,1,2,2,39,1
7950,330000,1,3,2,48,1
7951,100000,2,3,1,53,1
7952,50000,2,3,2,35,1
7953,120000,1,2,2,30,1
7954,160000,1,1,1,42,1
7955,170000,1,1,1,62,1
7956,50000,2,3,0,27,1
7957,30000,2,2,2,23,1
7958,150000,1,1,2,29,1
7959,320000,2,2,2,33,1
7960,50000,2,2,1,58,1
7961,20000,2,1,2,26,1
7962,20000,1,2,2,25,2
7963,50000,1,2,1,34,1
7964,160000,1,3,1,46,1
7965,20000,2,2,2,34,1
7966,130000,1,2,1,27,2
7967,150000,2,2,2,24,1
7968,20000,2,2,2,23,1
7969,20000,1,3,1,45,2
7970,70000,2,3,1,56,1
7971,50000,1,1,2,26,1
7972,200000,1,2,1,40,1
7973,320000,2,2,2,30,1
7974,50000,1,3,2,34,1
7975,70000,1,2,2,25,1
7976,200000,2,3,2,33,1
7977,250000,2,2,1,29,1
7978,70000,2,1,2,25,2
7979,90000,2,2,1,36,2
7980,400000,1,1,2,32,1
7981,130000,2,1,2,33,1
7982,110000,2,1,1,40,1
7983,150000,1,1,2,38,1
7984,330000,2,1,2,28,1
7985,30000,2,3,2,21,1
7986,360000,2,1,2,32,1
7987,50000,1,1,1,54,1
7988,60000,2,2,2,24,2
7989,200000,2,2,2,27,1
7990,180000,2,1,2,43,1
7991,50000,1,3,2,52,1
7992,80000,2,3,1,38,1
7993,50000,2,2,2,23,2
7994,270000,2,3,1,30,1
7995,100000,2,2,2,23,2
7996,170000,2,2,2,38,1
7997,30000,1,1,1,30,1
7998,230000,2,2,2,38,1
7999,200000,2,1,1,34,1
8000,130000,1,1,2,36,2
8001,30000,1,2,1,62,1
8002,140000,2,2,1,26,1
8003,490000,1,1,1,43,1
8004,160000,1,2,2,30,1
8005,180000,1,2,1,42,2
8006,260000,2,2,1,32,1
8007,80000,2,2,2,27,2
8008,360000,2,1,2,29,2
8009,20000,2,1,2,25,1
8010,20000,1,1,2,28,1
8011,80000,2,3,1,28,1
8012,500000,1,1,2,32,1
8013,160000,1,1,1,55,1
8014,20000,2,1,2,22,1
8015,330000,2,1,1,36,1
8016,80000,2,1,2,26,2
8017,220000,1,2,1,40,1
8018,230000,2,2,2,28,1
8019,90000,2,2,2,25,1
8020,300000,1,3,1,61,2
8021,30000,2,2,1,45,2
8022,80000,2,2,1,40,2
8023,60000,1,1,2,27,1
8024,360000,1,5,1,31,1
8025,360000,1,1,2,27,1
8026,30000,2,2,2,23,1
8027,190000,1,3,1,50,1
8028,130000,2,2,1,45,1
8029,110000,2,1,2,34,1
8030,350000,2,2,1,46,1
8031,50000,2,3,1,52,1
8032,130000,2,2,3,38,1
8033,50000,1,1,2,29,2
8034,50000,1,2,2,25,1
8035,380000,2,2,2,31,1
8036,260000,2,1,2,30,1
8037,140000,2,2,2,28,1
8038,270000,2,1,2,36,1
8039,30000,2,2,1,33,1
8040,240000,1,1,2,35,1
8041,70000,1,3,2,32,2
8042,120000,1,1,1,50,2
8043,160000,2,2,2,42,2
8044,170000,1,3,2,36,2
8045,380000,2,1,2,31,1
8046,160000,2,2,1,26,1
8047,30000,1,2,2,39,1
8048,260000,2,1,1,40,1
8049,70000,1,2,2,41,2
8050,240000,1,2,1,39,1
8051,170000,2,2,1,43,1
8052,30000,1,2,1,36,1
8053,90000,1,3,2,32,1
8054,250000,1,2,2,25,1
8055,270000,2,2,2,25,1
8056,130000,2,2,2,24,2
8057,360000,1,1,1,43,1
8058,490000,1,1,1,35,1
8059,110000,2,2,1,31,1
8060,100000,1,2,2,27,1
8061,200000,1,3,1,28,1
8062,50000,2,2,2,24,1
8063,220000,1,2,2,30,1
8064,360000,1,3,2,41,1
8065,20000,2,2,1,51,1
8066,70000,2,2,1,44,1
8067,180000,2,2,2,29,1
8068,50000,1,2,2,32,1
8069,140000,2,1,2,28,1
8070,220000,1,2,1,47,1
8071,150000,2,2,2,50,1
8072,30000,1,2,2,33,1
8073,300000,2,2,1,32,1
8074,420000,1,1,1,36,1
8075,80000,2,2,2,30,1
8076,100000,2,3,2,46,1
8077,120000,2,2,2,25,2
8078,230000,2,1,2,38,1
8079,200000,2,2,1,28,1
8080,200000,1,1,2,29,1
8081,230000,1,3,1,30,1
8082,200000,1,2,2,27,1
8083,50000,1,3,1,65,2
8084,220000,1,1,1,36,1
8085,90000,1,3,2,27,2
8086,500000,1,2,2,35,1
8087,130000,2,1,2,29,1
8088,210000,1,2,1,37,1
8089,200000,2,1,2,30,1
8090,20000,1,1,2,24,2
8091,410000,2,1,1,38,2
8092,290000,2,1,1,35,1
8093,270000,2,2,2,26,1
8094,90000,2,1,2,27,2
8095,30000,2,1,2,27,1
8096,360000,2,1,2,28,1
8097,240000,1,1,1,30,1
8098,180000,2,2,2,23,1
8099,50000,2,2,1,24,1
8100,50000,2,2,2,47,2
8101,100000,1,2,2,30,1
8102,50000,1,2,2,39,1
8103,360000,1,1,1,48,1
8104,550000,2,5,2,52,1
8105,260000,2,2,1,39,2
8106,500000,2,1,1,34,2
8107,130000,1,1,2,27,1
8108,30000,1,2,2,39,1
8109,160000,2,1,2,40,1
8110,420000,2,2,1,40,2
8111,50000,2,3,1,22,1
8112,30000,2,1,2,36,2
8113,50000,2,2,2,32,1
8114,160000,2,1,1,39,2
8115,120000,2,2,2,26,1
8116,50000,2,1,2,28,1
8117,130000,1,2,2,42,1
8118,150000,1,1,2,42,2
8119,450000,1,1,1,48,2
8120,150000,1,1,1,29,1
8121,90000,2,2,2,53,1
8122,130000,1,1,2,28,1
8123,130000,1,2,2,30,1
8124,390000,2,2,1,41,1
8125,200000,1,2,2,29,2
8126,300000,2,2,1,50,1
8127,140000,2,2,1,42,1
8128,200000,2,1,2,35,1
8129,30000,1,2,2,30,1
8130,30000,1,3,2,24,1
8131,160000,2,1,2,37,1
8132,210000,2,2,2,37,1
8133,310000,2,2,2,51,1
8134,400000,2,2,1,33,1
8135,50000,2,3,1,35,2
8136,80000,1,2,1,33,1
8137,340000,2,1,2,33,1
8138,140000,1,1,2,27,1
8139,380000,1,1,1,39,2
8140,50000,2,2,1,34,2
8141,10000,1,2,2,35,1
8142,30000,2,2,2,28,1
8143,360000,2,1,1,50,2
8144,150000,2,2,1,47,1
8145,50000,1,1,2,23,1
8146,120000,1,2,3,42,1
8147,250000,2,1,2,35,1
8148,20000,1,1,2,24,2
8149,30000,2,1,1,30,2
8150,260000,1,1,2,27,1
8151,250000,2,1,2,30,1
8152,260000,2,2,1,41,1
8153,150000,2,2,1,35,1
8154,160000,2,2,2,33,1
8155,80000,1,2,2,30,1
8156,500000,2,1,2,38,1
8157,110000,2,2,2,29,1
8158,100000,1,1,2,28,1
8159,360000,2,1,1,35,1
8160,330000,1,2,1,65,1
8161,70000,2,3,1,32,1
8162,140000,1,1,2,29,2
8163,200000,1,1,2,31,1
8164,50000,1,2,1,49,2
8165,290000,1,1,1,56,1
8166,30000,1,2,1,57,1
8167,180000,2,1,2,31,1
8168,30000,1,2,1,38,1
8169,180000,2,1,1,47,1
8170,240000,1,1,1,39,1
8171,130000,2,5,1,27,1
8172,230000,1,1,1,32,2
8173,500000,1,1,2,43,2
8174,360000,1,2,2,33,1
8175,50000,1,2,2,23,2
8176,200000,1,1,2,31,2
8177,230000,1,3,1,45,1
8178,70000,2,2,1,32,2
8179,50000,1,2,2,29,2
8180,500000,1,1,1,46,1
8181,140000,1,2,1,28,2
8182,140000,2,2,2,23,1
8183,130000,1,2,2,32,2
8184,160000,2,3,1,48,1
8185,50000,2,3,2,58,1
8186,20000,1,3,1,41,2
8187,360000,2,2,1,42,1
8188,160000,2,2,1,51,2
8189,250000,2,1,1,37,1
8190,130000,2,2,2,25,2
8191,190000,1,1,2,36,2
8192,180000,2,2,2,25,1
8193,80000,1,2,2,43,1
8194,240000,1,1,2,40,1
8195,50000,1,2,2,35,1
8196,160000,2,2,2,50,1
8197,90000,2,2,1,49,1
8198,310000,2,2,1,37,1
8199,60000,1,1,2,27,1
8200,240000,1,1,2,29,1
8201,50000,2,2,2,24,1
8202,150000,2,1,1,34,1
8203,130000,2,2,1,44,1
8204,20000,2,1,2,22,1
8205,150000,1,1,1,40,1
8206,240000,1,1,1,42,1
8207,50000,1,3,1,45,1
8208,50000,1,3,1,51,1
8209,270000,1,1,1,51,2
8210,20000,2,2,2,28,1
8211,300000,2,2,1,33,1
8212,390000,1,1,1,34,1
8213,110000,2,1,1,37,1
8214,90000,1,2,1,58,1
8215,300000,2,2,1,30,1
8216,450000,1,3,1,42,2
8217,20000,1,2,2,30,2
8218,500000,2,1,2,33,1
8219,30000,2,2,2,46,1
8220,50000,1,2,2,51,2
8221,140000,2,2,2,26,1
8222,10000,1,2,1,43,2
8223,120000,2,2,2,37,1
8224,30000,1,2,2,30,1
8225,30000,2,2,1,22,1
8226,20000,1,1,2,33,1
8227,10000,1,3,2,36,1
8228,110000,2,2,1,35,2
8229,280000,2,1,1,29,1
8230,500000,1,1,1,42,1
8231,50000,2,3,1,46,2
8232,230000,1,2,1,30,1
8233,50000,1,2,1,53,1
8234,120000,2,2,2,24,1
8235,30000,1,2,2,26,1
8236,330000,2,2,1,28,1
8237,360000,1,2,1,30,1
8238,40000,1,1,2,26,1
8239,110000,2,1,2,29,2
8240,40000,2,3,1,39,1
8241,70000,2,2,1,30,1
8242,100000,1,3,2,26,2
8243,210000,2,2,1,50,1
8244,360000,1,2,1,38,1
8245,260000,1,2,2,27,1
8246,200000,2,1,2,34,1
8247,160000,1,1,1,43,2
8248,420000,2,2,1,29,1
8249,140000,2,1,2,28,2
8250,180000,1,1,2,38,2
8251,150000,2,3,1,39,1
8252,30000,2,2,1,35,1
8253,500000,1,1,2,34,1
8254,240000,1,2,1,45,1
8255,30000,1,1,2,22,1
8256,80000,1,2,2,28,1
8257,80000,1,2,2,34,1
8258,310000,1,1,1,39,1
8259,180000,2,1,2,33,1
8260,60000,2,2,2,23,2
8261,170000,2,2,2,33,1
8262,180000,2,2,1,31,1
8263,180000,1,2,1,28,2
8264,350000,1,2,1,42,1
8265,360000,1,2,1,36,1
8266,140000,1,2,1,46,2
8267,310000,2,3,2,30,1
8268,30000,1,3,2,25,1
8269,200000,1,1,2,32,2
8270,120000,2,1,2,37,2
8271,260000,1,1,1,45,1
8272,60000,2,1,2,32,1
8273,50000,1,2,2,24,1
8274,80000,1,1,2,28,1
8275,60000,1,1,1,46,1
8276,200000,2,3,1,27,1
8277,140000,2,1,2,28,1
8278,30000,1,2,2,25,2
8279,110000,2,2,1,34,1
8280,90000,2,3,1,39,1
8281,40000,2,1,2,27,1
8282,110000,2,1,1,29,1
8283,640000,2,1,2,30,1
8284,20000,1,3,2,51,1
8285,50000,2,2,1,36,1
8286,30000,1,2,1,25,1
8287,140000,2,2,2,32,1
8288,70000,1,2,2,36,1
8289,80000,2,2,1,42,2
8290,100000,2,1,2,31,1
8291,180000,1,3,2,40,1
8292,50000,2,2,2,28,1
8293,170000,1,1,1,35,2
8294,50000,2,3,2,23,2
8295,140000,1,1,2,28,2
8296,100000,1,1,2,29,2
8297,10000,1,2,1,36,1
8298,50000,2,2,2,22,1
8299,30000,2,2,1,24,2
8300,80000,2,2,2,27,1
8301,290000,2,2,2,29,1
8302,110000,2,1,2,27,1
8303,30000,2,3,2,24,1
8304,70000,2,2,1,23,1
8305,300000,2,1,2,26,1
8306,30000,1,2,1,47,2
8307,200000,2,1,2,36,1
8308,130000,1,2,2,27,2
8309,80000,1,1,2,25,1
8310,50000,2,2,2,37,1
8311,310000,2,1,2,30,1
8312,160000,2,2,1,31,1
8313,240000,1,2,1,30,1
8314,100000,2,2,1,36,1
8315,200000,2,5,2,27,1
8316,50000,2,1,2,38,1
8317,320000,2,3,2,45,1
8318,60000,1,1,1,37,1
8319,60000,1,2,1,43,1
8320,50000,1,2,1,42,2
8321,360000,1,2,1,41,2
8322,60000,2,2,2,32,1
8323,210000,2,2,2,28,1
8324,20000,1,2,1,39,2
8325,100000,2,2,1,40,1
8326,200000,2,1,2,32,1
8327,180000,2,2,1,28,1
8328,70000,2,1,2,50,2
8329,170000,2,2,2,48,1
8330,80000,1,1,2,36,1
8331,400000,2,1,1,41,1
8332,140000,2,2,1,40,1
8333,60000,1,3,1,57,1
8334,360000,1,1,1,44,1
8335,240000,2,2,1,43,1
8336,80000,2,2,2,27,1
8337,270000,2,2,2,39,1
8338,30000,2,3,1,39,1
8339,480000,1,1,1,58,2
8340,160000,1,2,1,50,1
8341,180000,2,2,2,34,2
8342,300000,1,1,2,29,2
8343,200000,2,1,2,31,1
8344,50000,2,2,2,30,1
8345,320000,2,3,1,39,1
8346,30000,2,1,1,35,2
8347,500000,2,1,1,38,1
8348,360000,1,1,1,40,1
8349,50000,2,2,1,53,2
8350,80000,2,1,2,29,1
8351,10000,1,2,2,23,1
8352,280000,2,1,2,23,1
8353,300000,2,2,1,31,1
8354,280000,2,1,1,34,1
8355,170000,1,2,1,42,1
8356,260000,2,1,1,36,1
8357,360000,1,2,1,44,1
8358,360000,2,2,2,31,1
8359,200000,1,3,1,38,1
8360,50000,2,1,2,28,1
8361,130000,2,3,1,45,1
8362,20000,1,2,1,32,2
8363,50000,2,3,1,52,2
8364,190000,2,1,1,30,1
8365,140000,1,2,1,36,1
8366,70000,2,2,1,40,1
8367,150000,2,1,2,36,1
8368,140000,2,2,2,29,1
8369,50000,1,2,2,27,2
8370,350000,2,1,1,55,1
8371,80000,1,2,2,53,2
8372,400000,1,1,2,34,1
8373,170000,2,1,1,38,1
8374,20000,2,2,3,47,1
8375,450000,1,1,1,40,1
8376,200000,2,3,1,36,1
8377,200000,2,1,1,36,1
8378,100000,2,3,1,53,2
8379,60000,1,2,1,39,1
8380,230000,2,2,1,37,1
8381,230000,2,2,2,29,1
8382,60000,1,2,1,46,1
8383,160000,2,1,1,34,1
8384,310000,1,1,1,34,2
8385,430000,2,1,2,30,1
8386,240000,2,1,1,47,1
8387,60000,1,2,2,29,1
8388,30000,1,2,2,28,1
8389,180000,1,2,1,30,2
8390,20000,1,2,2,24,1
8391,30000,1,1,2,24,2
8392,320000,2,2,1,55,1
8393,500000,1,2,2,32,2
8394,170000,2,2,1,47,1
8395,20000,2,2,2,24,1
8396,360000,2,1,2,29,1
8397,90000,2,1,2,24,1
8398,100000,2,1,1,40,1
8399,100000,1,1,2,37,1
8400,170000,1,1,1,38,1
8401,100000,2,2,2,32,1
8402,20000,1,1,2,27,1
8403,220000,1,2,1,32,1
8404,470000,2,1,2,31,1
8405,100000,2,2,2,24,1
8406,10000,1,2,2,23,1
8407,230000,2,1,2,29,1
8408,50000,2,1,2,28,1
8409,50000,1,3,1,30,2
8410,120000,2,2,2,30,1
8411,160000,2,1,1,33,2
8412,120000,1,1,2,27,1
8413,30000,2,2,2,21,1
8414,180000,2,1,2,29,1
8415,30000,1,1,2,23,1
8416,200000,2,1,1,40,1
8417,10000,2,2,2,33,1
8418,230000,1,2,2,39,1
8419,200000,2,3,1,53,1
8420,110000,1,2,1,46,2
8421,50000,1,2,1,40,1
8422,50000,2,1,2,23,1
8423,220000,1,1,1,43,1
8424,500000,1,1,1,43,1
8425,140000,1,1,1,43,1
8426,50000,2,1,2,30,1
8427,50000,1,2,2,24,1
8428,150000,2,1,2,32,1
8429,150000,1,1,2,35,1
8430,240000,1,3,1,43,1
8431,180000,1,1,2,31,1
8432,240000,1,2,1,44,1
8433,150000,2,1,2,27,1
8434,260000,2,3,1,41,1
8435,160000,2,1,1,34,1
8436,290000,2,2,1,39,1
8437,240000,1,1,2,48,1
8438,50000,1,2,1,56,1
8439,170000,2,3,1,46,1
8440,130000,2,1,1,46,2
8441,80000,1,1,2,27,1
8442,30000,1,1,1,45,1
8443,100000,2,3,1,40,1
8444,10000,1,2,2,23,1
8445,320000,2,1,2,30,1
8446,50000,1,2,1,36,1
8447,80000,1,1,2,29,2
8448,70000,2,2,2,26,2
8449,700000,2,2,2,28,1
8450,360000,2,1,2,26,1
8451,380000,1,1,2,30,1
8452,50000,1,2,2,40,1
8453,20000,1,2,1,45,2
8454,350000,2,1,2,33,2
8455,80000,2,1,2,29,2
8456,150000,1,3,1,35,2
8457,300000,2,1,2,35,1
8458,400000,1,2,1,39,1
8459,250000,2,2,1,35,1
8460,50000,2,1,2,23,2
8461,230000,2,3,1,44,1
8462,100000,2,2,2,27,1
8463,380000,1,2,2,34,1
8464,260000,2,2,2,28,1
8465,470000,1,2,2,31,1
8466,80000,1,2,2,29,1
8467,140000,1,1,2,36,2
8468,140000,1,1,1,45,2
8469,50000,1,2,1,36,2
8470,180000,2,2,1,37,2
8471,30000,2,2,2,23,2
8472,30000,2,2,2,22,2
8473,50000,2,1,1,25,2
8474,250000,2,1,2,35,1
8475,310000,2,2,2,25,1
8476,360000,2,2,1,51,1
8477,50000,1,2,2,31,1
8478,480000,2,1,2,30,1
8479,50000,2,1,2,24,1
8480,160000,1,2,2,37,1
8481,140000,2,1,2,30,1
8482,310000,2,1,2,27,1
8483,30000,2,1,2,27,1
8484,40000,2,2,1,27,1
8485,80000,1,3,1,55,1
8486,30000,2,2,2,41,1
8487,200000,2,2,2,26,1
8488,270000,2,3,1,42,1
8489,180000,1,1,2,32,1
8490,180000,2,2,2,34,1
8491,10000,1,3,2,21,1
8492,120000,1,1,1,48,2
8493,30000,1,1,2,36,2
8494,300000,2,1,1,30,1
8495,50000,2,3,1,61,1
8496,150000,1,3,1,58,1
8497,300000,2,2,2,36,1
8498,50000,1,2,2,26,1
8499,10000,1,2,2,34,1
8500,260000,2,2,2,35,1
8501,400000,2,1,1,28,1
8502,50000,2,2,2,39,1
8503,50000,2,2,2,22,1
8504,280000,2,1,2,28,1
8505,10000,2,2,2,22,1
8506,80000,2,2,1,32,1
8507,150000,2,3,1,52,1
8508,20000,2,2,2,53,1
8509,50000,1,2,2,24,2
8510,170000,2,1,2,31,1
8511,130000,2,2,2,33,1
8512,50000,2,2,2,29,1
8513,50000,2,3,2,27,1
8514,180000,1,2,1,40,2
8515,20000,2,2,1,50,1
8516,410000,1,1,2,29,1
8517,50000,2,2,2,26,1
8518,270000,2,2,1,47,1
8519,80000,2,1,2,24,1
8520,140000,2,3,2,48,1
8521,60000,1,2,1,29,2
8522,180000,2,1,2,26,1
8523,320000,2,1,2,34,1
8524,40000,1,2,2,26,2
8525,380000,2,1,2,32,1
8526,150000,2,2,1,36,1
8527,110000,2,1,2,25,1
8528,110000,1,1,2,26,1
8529,100000,2,3,1,26,1
8530,240000,1,1,2,35,1
8531,50000,2,2,2,25,1
8532,50000,1,1,2,38,1
8533,200000,1,2,2,29,1
8534,80000,2,1,2,27,1
8535,40000,1,3,2,49,2
8536,250000,1,2,1,29,1
8537,230000,2,1,2,24,1
8538,30000,1,1,2,26,2
8539,80000,2,3,2,52,2
8540,100000,2,1,2,37,1
8541,230000,2,2,1,28,1
8542,490000,1,1,1,50,2
8543,30000,2,3,2,44,2
8544,40000,1,3,1,49,1
8545,450000,1,1,1,34,2
8546,50000,2,2,2,23,2
8547,20000,1,2,2,26,1
8548,260000,2,3,1,36,1
8549,10000,1,2,2,28,1
8550,500000,1,1,2,38,1
8551,70000,2,2,1,25,1
8552,100000,2,3,1,28,1
8553,50000,2,3,1,30,1
8554,400000,2,1,2,33,2
8555,270000,1,2,1,49,1
8556,260000,1,1,2,38,1
8557,250000,2,2,2,32,1
8558,360000,1,1,2,30,1
8559,230000,1,2,2,30,1
8560,110000,1,2,2,27,1
8561,50000,2,2,1,32,1
8562,80000,1,1,1,38,1
8563,10000,2,2,1,32,2
8564,20000,1,3,1,52,2
8565,200000,2,3,2,33,1
8566,180000,1,1,2,40,1
8567,120000,2,3,1,69,1
8568,80000,2,2,1,47,2
8569,220000,1,1,1,50,1
8570,360000,1,1,2,32,1
8571,50000,2,1,2,25,1
8572,150000,2,2,1,31,1
8573,70000,2,2,2,27,1
8574,20000,2,1,2,25,2
8575,150000,2,1,1,32,2
8576,40000,1,2,1,35,1
8577,170000,1,1,2,27,1
8578,220000,2,2,1,37,1
8579,110000,2,2,1,41,2
8580,30000,2,2,1,47,1
8581,230000,2,1,2,32,1
8582,270000,2,2,2,38,1
8583,360000,2,1,2,47,2
8584,180000,2,2,2,25,1
8585,360000,1,2,1,49,2
8586,280000,2,1,2,47,1
8587,170000,2,1,1,63,1
8588,50000,2,2,3,33,1
8589,160000,1,3,2,44,1
8590,160000,2,1,2,42,1
8591,160000,2,3,2,24,1
8592,50000,1,2,2,27,1
8593,50000,2,2,2,49,1
8594,180000,2,2,2,30,1
8595,210000,2,1,2,38,1
8596,20000,1,2,1,40,1
8597,570000,1,1,2,29,1
8598,280000,1,1,2,27,1
8599,50000,2,2,2,24,2
8600,20000,2,2,2,46,2
8601,30000,1,1,2,28,2
8602,240000,1,1,1,37,1
8603,30000,1,1,2,47,1
8604,90000,2,2,1,47,1
8605,60000,1,2,2,25,1
8606,500000,1,1,2,34,1
8607,70000,1,2,1,34,2
8608,140000,1,2,2,27,1
8609,30000,1,2,2,32,1
8610,140000,1,2,1,55,1
8611,290000,1,1,2,44,1
8612,360000,2,1,1,36,1
8613,30000,1,1,2,34,1
8614,170000,2,2,1,33,1
8615,290000,1,1,1,46,1
8616,270000,2,2,2,53,1
8617,200000,1,1,1,49,2
8618,140000,2,1,1,45,1
8619,230000,2,3,2,39,1
8620,80000,1,1,2,26,1
8621,350000,1,2,2,36,1
8622,50000,2,3,1,42,1
8623,50000,1,3,2,32,1
8624,390000,2,2,1,45,2
